,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
1444,2019-03-18 15:45:11,Canada Business,244892072221776_2341996589177970,Photo,"#DYK #CorporationsCanada offers nearly 30 services online? You can sign up to receive email updates, get assistance with filing your business’s financial statements, update your business information, and more. Take advantage of fast, simple and secure service by visiting the Online Filing Centre. http://ow.ly/Hl1u30o5ycs",,,11,20,0.022989,870,2,1,0
1445,2019-03-04 16:45:12,Canada Business,244892072221776_2322301737814122,Status,Minister Ng is at the @SheEOWorld  Summit in #Toronto for #InternationalWomensWeek. http://ow.ly/BgmQ30nUHdv,,,2,7,0.010072,695,2,0,0
1447,2019-02-22 18:00:26,Canada Business,244892072221776_2307234482654181,Status,Are you thinking of #exporting goods this year? Consider incorporating at the federal level. Learn more: http://ow.ly/b33x30nNB60,,,3,9,0.013554,664,2,0,0
1448,2019-02-12 16:45:14,Canada Business,244892072221776_2290531830991113,Photo,"Having a good privacy policy helps you build a stronger relationship with your clients. In Canada, small business owners have to follow the Personal Information Protection and Electronic Documents Act (PIPEDA) that regulates how you use and disclose personal information. Learn more here: http://ow.ly/huvw30nFJzU",,,1,8,0.011252,711,2,0,0
1449,2019-02-28 19:47:01,Canadian Innovation,136461090093520_505465673193058,Link,Are you an Atlantic Canadian business or entrepreneur or otherwise interested in the Atlantic region’s economic future? Tune in to Facebook Live tomorrow to watch a news conference with federal ministers & Atlantic premiers discuss results and opportunities for the region. http://ow.ly/TMcP30nSke3 #AtlanticGrowth,,,0,6,0.016086,373,2,0,0
1450,2019-08-22 16:58:12,Canadian Science,126081027444465_2789648437716182,Video,"The #GoC understands the importance of equal representation in science. That’s why it has implemented a long-term, wholesale culture change to ensure that researchers can succeed in increasingly diverse peer groups. Memorial University of Newfoundland’s Dr. Max Liboiron explains what this culture change in Canadian science means to her. NSERC / CRSNG Social Sciences and Humanities Research Council of Canada (SSHRC)",,,0,9,0.018219,494,2,1,81
1451,2019-08-30 13:30:17,Canadian Science,126081027444465_2646041368781739,Photo,Celebrate the #backtoschool season by recognizing the extraordinary #STEM teacher in your life. Nominate them for the #PMAwards today: http://ow.ly/Xinn50vNX38,,,0,5,0.008636,579,2,1,0
1452,2019-07-26 15:00:38,Canadian Science,126081027444465_2582353135150563,Photo,"If Ant-Man were to take a dive into a tank of seawater collected from a populated coastal area, he might find himself swimming through a shocking amount of tiny debris. Microplastics are tiny plastic bits that are too small to be picked up by water filtration systems—sometimes too small for the human eye! Learn more about these tiny pollutants and what you can do to fight back: http://ow.ly/ZFVx50vcAfF",,,0,11,0.010536,1044,2,1,0
1453,2019-07-24 19:55:31,Canadian Science,126081027444465_2579089162143627,Link,"Tune in to our live stream tomorrow at 2 p.m. ET! Minister Bains will participate in a panel discussion at George Brown College Centre for Hospitality and Culinary Arts talking to #Cdnbiz about how on-the-job learning benefits industry, students and the #Cdneconomy. http://ow.ly/Un2450vaxA1",,,0,9,0.008364,1076,2,1,0
1454,2019-07-24 15:00:57,Canadian Science,126081027444465_2578627532189790,Photo,"#DYK? 2019 is the International Year of the Salmon! It marks the focal year of a five-year outreach and research initiative that aims to raise public awareness, rally stakeholders, stimulate science and inspire action to protect salmon populations. Learn more: http://ow.ly/G2Vv50va0XG",,,0,9,0.010753,837,2,1,0
1455,2019-07-23 15:00:51,Canadian Science,126081027444465_2576467732405770,Photo,"The Arctic fox, an incredibly fearsome scavenger, is capable of surviving in some of the world’s most brutal conditions. Researchers have been catching them, collecting samples and fitting them with GPS collars to track their movements via satellite. This is enabling researchers to evaluate the impacts of climate change on the fox population, among other things. In this photo, a seabird swoops down on an Arctic fox to protect its nest. http://ow.ly/YZ4u50v94B2  📸: David Gaspard",,,1,11,0.009666,1138,2,0,0
1456,2019-04-17 14:57:44,Canadian Science,126081027444465_2555723647773004,Video,"If you love hiking, the great outdoors and hands-on experiences, land surveying might be the ideal gig for you! For these Indigenous land surveyors, every day presents new challenges and opportunities. Learn more about this rewarding career that combines the outdoors and #STEM! #ChooseScience",,,0,3,0.003871,775,2,1,198
1457,2019-06-27 18:09:33,Canadian Science,126081027444465_2529994697053074,Photo,"Today, Minister Duncan launched a new mathematical sciences collaboration centre with the NRC and Fields Institute. This bold new initiative will accelerate science excellence and technology development in Canada, bringing researchers together to work side by side on collaborative projects. The centre will provide access to specialized equipment and support training opportunities for the next generation of young scientists. http://ow.ly/RT9x50uOtob #CanadaSupportsScience",,,0,17,0.017,1000,2,0,0
1458,2019-06-20 15:00:28,Canadian Science,126081027444465_2516244421761435,Photo,What are the typical daily water requirements for different livestock? Water accounts for 50 to 80% of an animal's overall weight and is involved in every physiological process. Managing water quality should be as important as the feed source and ration planning in any livestock management program. Learn more about how water contributes to livestock management! http://ow.ly/EnBg50uIOFu,,,1,105,0.029346,3578,2,7,0
1459,2019-06-10 15:41:25,Canadian Science,126081027444465_2496825000370044,Photo,"Minister Bains was at #ConfMTL, hosted by International Economic Forum of the Americas to talk about how Canada can remain competitive and succeed in the global economy. http://ow.ly/4jo850uAzVw #DigitalCharter",,,0,6,0.009375,640,2,0,0
1461,2019-05-13 15:09:45,Canadian Science,126081027444465_2447410578644820,Video,"Lumos! Many marine creatures don’t need magic spells to produce their very own light. They’re able to do it through a phenomenon called bioluminescence. Some of them produce light by excreting chemicals outside their body, while others produce light from within. Discover how their glow-in-the-dark abilities come in handy. Canadian Museum of Nature - Musée canadien de la nature",,,0,3,0.003205,936,2,0,0
1463,2019-05-08 14:34:39,Canadian Science,126081027444465_2438895882829623,Photo,"Science Odyssey, Canada’s biggest #STEAM festival, runs until May 19. It’s a great way for your kids to learn something new and get inspired! You’ll find fun for the whole family at hundreds of events and interactive activities across the country. Find one near you and embark on your Science Odyssey: http://www.sciod.ca/ #OdySci #ChooseScience",,,0,11,0.01358,810,2,0,0
1465,2019-04-17 15:55:06,Canadian Science,126081027444465_2405262452859633,Photo,"Attention not-for-profit organizations that offer coding and digital skills programs to K-12 youth and/or teachers. Budget 2019 announced new funding for CanCode, and the program is now accepting applications. You have a little less than two weeks to submit your application. Apply today! http://ow.ly/W0Jr30os1xp",,,0,13,0.013528,961,2,0,0
1466,2019-03-18 16:20:47,Canadian Science,126081027444465_2358573860861826,Photo,"The way we measure science and research is important. For a long time, we’ve funded and measured traditional fields of science, like agriculture, chemistry and physics. But the lines between the sciences are blurring. More and more, the scientific breakthroughs and innovation that we see today come from multi-disciplinary teams solving problems that don’t fit neatly into our pre-defined categories. That’s why we’re revisiting how we categorize and measure science. It’s part of Canada’s wholesale culture change. Have your say: http://ow.ly/6j4F30o5EpW",,,0,24,0.018721,1282,2,4,0
1467,2019-03-13 15:24:38,Canadian Science,126081027444465_2351352168250662,Photo,"New permanent funding for Innovation in Canada will support cutting-edge research that helps keep #Cdnscience competitive, create middle-class jobs and build vibrant communities. #CanadaSupportsScience #CFIfunded",,,2,21,0.013514,1554,2,2,0
1468,2019-03-01 14:01:04,Canadian Science,126081027444465_2333642403354972,Photo,"Are you a scientist that receives funding through NSERC / CRSNG, Social Sciences and Humanities Research Council of Canada (SSHRC) or Canadian Institutes of Health Research? We want to hear from you! Fill out Statistics Canada’s survey on R&D classification. This survey is one small step toward achieving a wholesale culture change to improve science in Canada. Help strengthen #Cdnscience. http://ow.ly/7GtF30nSVjE",,,0,20,0.018433,1085,2,2,0
1470,2019-02-06 16:55:07,Canadian Science,126081027444465_2297297443656135,Link,"2018 was a year of groundbreaking #cdnscience achievements. National Research Council Canada’s brilliant scientists were busy producing a wide range of innovations in 2018, from a more resilient wheat to the world’s first Centre for Air Travel Research. Catch up on the highlights you might have missed: http://ow.ly/QOzi30nBkBc",,,0,8,0.008342,959,2,1,0
1472,2019-03-08 21:17:57,Entreprises Canada,106585486115074_583544742127287,Video,"Le #GC a dressé un plan exhaustif qui consiste à favoriser l’#ÉgalitéDesSexes et l’#ÉquitéSalariale, et à faire en sorte que les #fraisdegarde soient abordables. Lorsque les femmes réussissent, nous réussissons tous. #JIF2019 #BalanceforBetter #SuccèsFE",,,0,15,0.028626,524,2,1,71
1473,2019-03-25 13:45:29,Entreprises Canada,106585486115074_361729814441575,Video,"Qu’il s’agisse de faire les investissements nécessaires qui nous permettent de progresser dans notre travail lié à la réduction de la #paperasserie ou de donner aux entreprises canadiennes accès à des personnes de talent du monde entier en faisant du Volet des talents mondiaux un volet permanent, #VotreBudget2019 est la réponse aux enjeux touchant les petites entreprises, qui sont le moteur de notre économie.",,,0,11,0.025882,425,2,0,48
1474,2019-06-11 15:45:18,Entreprises Canada,106585486115074_2243533235753611,Photo,"Propriétaires d’entreprise! Essayez la version préliminaire de notre appli Entreprises Canada, qui vous aidera à développer votre entreprise. Configurez des notifications personnalisées, trouvez des programmes gouvernementaux dans votre région et obtenez des réponses à vos questions en communiquant directement avec les services gouvernementaux. Il y a une foule d’outils à la disposition des propriétaires d’entreprise canadiens. Essayez l’appli et faites-nous part de vos commentaires!  GooglePlay: http://ow.ly/cYLz50uBuwT App Store: http://ow.ly/NGbT50uBuwU",,,1,20,0.023641,846,2,4,0
1475,2019-06-10 19:00:16,Entreprises Canada,106585486115074_2241999582573643,Status,"Cette année, le BC a pour objectif d’aider les organisations sans but lucratif de #consommateurs et de bénévoles à effectuer davantage de recherches rigoureuses sur les questions touchant les consommateurs. http://ow.ly/WSKC50uALU8",,,0,8,0.006791,1178,2,0,0
1476,2019-06-06 14:05:14,Entreprises Canada,106585486115074_2234486866658248,Photo,Nous offrons plusieurs programmes pour aider votre #petiteentreprise à accroître ses #exportations et ses transactions #commerciales. Voici quelques-unes des pistes proposées par @SDC_TCS aux #femmesentrepreneures.   http://ow.ly/Tbpz50uy5IY,,,8,33,0.034627,953,2,0,0
1478,2019-05-03 16:56:09,Entreprises Canada,106585486115074_2177774112329524,Link,Vous souhaitez conquérir le marché mondial? Vous êtes une femme entrepreneure avec des projets de croissance? Consultez L'actualité pour en apprendre davantage au sujet du portail #InnovationCanada et découvrir comment le gouvernement peut contribuer à votre essor. http://ow.ly/EChF50tWFQQ,InnovationCampaign2019,,2,10,0.01368,731,2,0,0
1480,2019-04-05 15:45:13,Entreprises Canada,106585486115074_2134291173344485,Photo,"Lancer une entreprise par soi-même peut être difficile. Trouvez les conseils d’expert, les fonds et tout ce dont vous avez besoin pour votre #entreprisecdn en un seul endroit: http://ow.ly/h1J650p6W07 #InnovationCanada",InnovationCampaign2019,,1,9,0.012363,728,2,0,0
1481,2019-04-02 15:10:10,Entreprises Canada,106585486115074_2129589257148010,Status,"Avis aux codeurs, aux développeurs et aux entrepreneurs canadiens: ISDE vient de lancer le tout premier magasin d’interface de protocole d’application — ou #API — du #GC pour vous aider à créer de nouvelles applications et de nouveaux services pour les Canadiens.  Le magasin contient déjà des API et des données sur les sociétés d’état fédérales, les médicaments, les éléments nutritifs, les marques de commerce, le marché du travail et plus encore.  Visitez le magasin des API du GC dès aujourd’hui et faites-nous part de vos commentaires. Indiquez-nous aussi les API que vous souhaitez voir dans le magasin: https://api.canada.ca/fr/accueil  #GCnumérique #magasinsdesAPIduGC #CDXP",,,0,4,0.008791,455,2,0,0
1482,2019-03-27 15:45:11,Entreprises Canada,106585486115074_2120171031423166,Photo,"L’importation de biens commerciaux au Canada est une activité réglementée. Si vous importez des biens pour votre entreprise, vous êtes peut-être admissible à des avantages relatifs aux taxes et aux droits d’importation. Plus d’information: http://ow.ly/5Kox30odhtu",,,0,19,0.024869,764,2,1,0
1484,2019-03-07 20:30:06,Entreprises Canada,106585486115074_2092099987563604,Link,"Les PME jouent un rôle important dans l’industrie en plein essor des #technologiespropres et contribuent ainsi à stimuler la croissance, à créer de l’emploi et à protéger l’environnement. Le Canada soutient de petites entreprises comme @wasterobotics, bénéficiaire d’un investissement en vue de la conception d’un système de tri des déchets de pointe qui fera appel à l’#intelligenceartificielle pour réduire de dizaines de milliers de tonnes par année la quantité de déchets envoyés à l’enfouissement ainsi que les émissions de gaz à effet de serre. http://ow.ly/X89q30nXLBv",,,0,8,0.012251,653,2,0,0
1485,2019-03-07 16:45:12,Entreprises Canada,106585486115074_2091869404253329,Photo,Trouvez des programmes qui conviennent à votre entreprise à l’aide d’#InnovationCanada: http://ow.ly/qrQb30nXsnL,InnovationCampaign2019,,0,6,0.011696,513,2,0,0
1486,2019-02-21 16:45:12,Entreprises Canada,106585486115074_2070634833043453,Status,Sachez quels permis et licences sont nécessaires pour exploiter votre entreprise. Utilisez l’outil de recherche PerLE pour trouver ce que vous cherchez: c’est un service gratuit et accessible en tout temps! http://ow.ly/4Yze30nMHVT,,,2,13,0.021922,593,2,1,0
1487,2019-02-20 19:30:31,Entreprises Canada,106585486115074_2069260063180930,Photo,L’autonomisation des #femmesentrepreneures peut stimuler la croissance de l’économie canadienne. #SuccèsFE,,,1,12,0.01683,713,2,1,0
1488,2019-02-08 16:45:13,Entreprises Canada,106585486115074_2050084551765148,Status,"Il n’a jamais été aussi facile de créer un site Web pour une entreprise. Propriétaires de #petiteentreprise, voici quelques conseils à suivre pour y arriver: http://ow.ly/TH0i30nDaHR",,,0,7,0.009138,766,2,0,0
1489,2019-04-01 15:40:41,Entreprises Canada,106585486115074_1139426552885481,Video,"Avis aux #entreprisesendémarrage: nous savons qu’il est difficile de trouver les bonnes ressources pour développer vos activités. Mais grâce à #InnovationCanada, obtenez en quelques minutes une liste personnalisée de programmes gouvernementaux pouvant aider votre entreprise à prendre de l’expansion.",InnovationCampaign2019,,0,20,0.036166,553,2,2,91
1490,2019-05-12 14:58:20,Science canadienne,101966663200015_396889754490354,Video,L’Expo-sciences pancanadienne  débute aujourd’hui! Des élèves de tout le pays sont réunis à Fredericton pour faire la démonstration de leurs brillants projets de #sciences et montrer leur passion pour les #STIM! Visionnez le message de la ministre Duncan aux participants à l’#espc2019. Canada Wide Science Fair CWSF - Expo-sciences pancandienne ESPC,,,0,9,0.019438,463,2,2,72
1491,2019-08-30 15:01:24,Science canadienne,101966663200015_2553254094737914,Photo,"#LSV? Si on exclut les nappes glaciaires de l’Antarctique et du Groenland, les glaciers formés grâce à la topographie et au climat du Canada représentent environ 20% du volume des glaciers de la Terre. Le Canada compte un plus grand nombre de glaciers de montagne, de nappes glaciaires et de calottes glaciaires que tout autre pays. Renseignez-vous sur l’importance des glaciers: http://ow.ly/kNFf50vMyZ9 #ScienceCdn",,,0,6,0.016901,355,2,1,0
1492,2019-08-29 15:01:15,Science canadienne,101966663200015_2551377111592279,Photo,"#LSV? Chaque année, la foudre tue environ 10 Canadiens et en blesse environ 100 à 150 autres. Lisez des conseils sur les précautions à prendre pour assurer votre sécurité et celle de votre famille lors d’une tempête de foudre: http://ow.ly/ZK1R50vMxXc",,,2,18,0.033457,538,2,4,0
1493,2019-08-28 17:07:39,Science canadienne,101966663200015_2549841035079220,Photo,"La météorologie spatiale comprend l’ensemble des phénomènes physiques qui se produisent sur le Soleil et qui ont des conséquences pour l’activité humaine sur la Terre et dans l’espace. Renseignez-vous au sujet des aurores, des éjections de masse coronale, des tempêtes géomagnétiques et plus! http://ow.ly/q5oW50vMMhd",,,0,4,0.014652,273,2,0,0
1494,2019-08-26 17:16:39,Science canadienne,101966663200015_2546314112098579,Photo,Q: Quelle est la race de chien préférée des scientifiques et des chimistes?  R: Le Retriever… de laboratoire! 🐕 #JournéeInternationaleduChien #LundiMotivation,,,0,5,0.012469,401,2,0,0
1495,2019-08-22 15:00:58,Science canadienne,101966663200015_2538804042849586,Photo,"Halte aux piqûres! #LSV? Les maladies transmises par les moustiques sont en hausse au Canada, et il n’existe aucun vaccin ou traitement précis pour y faire face. La réduction de l’habitat des moustiques et des risques liés aux piqûres de moustiques est le meilleur moyen de prévenir l’infection. Détails: http://ow.ly/lYJi50vFJPW",,,0,222,0.052719,4211,2,6,0
1496,2019-08-21 15:18:09,Science canadienne,101966663200015_2537059889690668,Photo,"Bien manger. Bien vivre. Le Guide alimentaire canadien est une ressource fantastique qui vous aidera à cuisiner davantage, à manger plus sainement et à optimiser vos expériences alimentaires. Il propose des conseils, des astuces et des recettes faciles qui vous permettront de bien vous alimenter au quotidien. Vous pouvez également vous abonner afin de recevoir les dernières nouvelles et mises à jour au sujet du Guide alimentaire canadien. Détails: http://ow.ly/ChIl50vEARi #MercrediSagesse",,,0,41,0.014769,2776,2,4,0
1497,2019-08-15 15:00:57,Science canadienne,101966663200015_2526124934117497,Photo,"Ces dernières années, les coraux d’eau froide ont suscité beaucoup d'intérêt chez les scientifiques et les personnes qui œuvrent à la conservation des espèces. De 25 à 30 espèces de coraux et 34 espèces d’éponges vivent au large de la côte Atlantique du Canada. Des espèces comme l’éponge Vazella Pourtalesi forment des structures biogéniques complexes tridimensionnelles sur le fond marin qui semblent exercer une influence directe ou indirecte sur la présence et l’abondance d’autres poissons et invertébrés. Les poissons les utilisent pour se nourrir, se reproduire et se reposer. Pour en savoir plus sur les coraux et les éponges d’eau froide: http://ow.ly/5Qmd50vyjmC Pêches et Océans Canada",,,0,5,0.014286,350,2,0,0
1498,2019-08-14 15:01:03,Science canadienne,101966663200015_2524289060967751,Photo,"#LSV? L’océan Arctique est la région du monde sur laquelle le moins de recherches ont été faites. Entre 2006 et 2016, les scientifiques canadiens ont entrepris 15 missions, dont des missions de levés conjointes avec le Danemark, la Suède et les États-Unis. L’objet de ces missions? La demande faite par le Canada en 2019 à la Commission des limites du plateau continental des Nations Unies à propos de l’océan Arctique. Apprenez-en davantage sur ces recherches inédites: http://ow.ly/aYFs50vxm2m Pêches et Océans Canada Environnement et ressources naturelles au Canada",,,0,3,0.009009,333,2,0,0
1499,2019-08-12 15:30:15,Science canadienne,101966663200015_2520648877998436,Photo,L’aquaculture est une pratique essentielle qui contribue à répondre à la demande mondiale d’aliments riches en protéines. Comment le Canada peut-il s’assurer que l’élevage piscicole est à la fois respectueux de l’environnement et économiquement prospère? Renseignez-vous sur les nouvelles approches en aquaculture: http://ow.ly/QyGt50vvsCl Pêches et Océans Canada,,,0,5,0.012376,404,2,0,0
1500,2019-07-31 14:00:46,Science canadienne,101966663200015_2499270390136285,Photo,"L’océan Arctique est une partie vaste, froide, isolée et tout à fait fascinante de l’hémisphère Nord. À de milliers de mètres de la surface de l’océan se trouve une partie immergée de notre pays appelée le plateau continental. À la lumière d’une imposante quantité de données géoscientifiques récemment recueillies pour mesurer le plancher océanique, la superficie du territoire canadien – de 9,98 millions de kilomètres carrés – pourrait bien augmenter de 1,2 million de kilomètres carrés. Apprenez-en plus sur notre demande aux Nations Unies: http://ow.ly/ktyx50viiNO",,,0,4,0.011494,348,2,0,0
1501,2019-07-26 15:00:38,Science canadienne,101966663200015_2490560114340646,Photo,"Imaginez si l’homme fourmi (Ant Man) plongeait dans un réservoir d’eau de mer prélevée dans une région côtière densément peuplée, il pourrait se retrouver à nager dans une étonnante quantité de débris. Les microplastiques sont de petits morceaux de plastique, parfois même trop petits pour être visibles par l’œil humain, qui ne peuvent pas être traités par nos systèmes de filtration d’eau. Pour en apprendre plus sur ces minuscules polluants et sur les mesures à prendre pour les éliminer: http://ow.ly/H75H50vcAiI",,,0,4,0.01039,385,2,1,0
1502,2019-07-23 15:00:50,Science canadienne,101966663200015_2485167164879941,Photo,"Le renard arctique est un charognard redoutable qui peut survivre dans certaines des régions les plus hostiles du globe. Des chercheurs les capturent pour ensuite faire quelques prélèvements et leur mettre des colliers GPS afin de les suivre à la trace à l’aide de satellites. Ce faisant, ils peuvent, entre autres, évaluer les effets des changements climatiques sur la population de renards. Sur la photo, on peut voir un oiseau marin s’attaquer à un renard arctique pour protéger son nid. http://ow.ly/SH9M50v94Cd 📸: David Gaspard",,,0,8,0.019704,406,2,1,0
1503,2019-07-22 17:30:09,Science canadienne,101966663200015_2483507961712528,Photo,"L’exposition aux métaux lourds comme le plomb et le mercure peut causer des pertes de poids, la cécité et d’autres problèmes chez les espèces sauvages. Lorsque des chercheurs soupçonnent que des animaux ont été exposés à des métaux lourds, ils étudient les sources alimentaires, les transferts dans la chaîne alimentaire, les espèces individuelles et la dynamique de l’écosystème. Informez-vous sur les effets de ces métaux sur la faune: http://ow.ly/7Bnw50v8evZ",,,0,8,0.019093,419,2,1,0
1504,2019-07-11 19:09:28,Science canadienne,101966663200015_2464270826969575,Photo,Le #GC est conscient que la convergence des idées nouvelles et de l’innovation mène aux découvertes qui nous permettront de relever les grands défis de demain. La ministre Duncan a visité Polytechnique Montréal et McGill University aujourd’hui pour souligner le soutien apporté par le gouvernement aux scientifiques et aux chercheurs qui pavent la voie aux découvertes et à l’innovation. Ce soutien fait partie d’un investissement sans précédent de 588 millions de dollars consacré à des milliers d’étudiants et de chercheurs de tout le pays. http://ow.ly/Hy0950uYQk4 #LeCanadaSoutientLesSciences,,,0,9,0.021531,418,2,0,0
1505,2019-07-11 18:03:17,Science canadienne,101966663200015_2464189773644347,Photo,"La secrétaire parlementaire Kate Young était à l’Université Memorial aujourd’hui pour dévoiler le nom des bénéficiaires d’un financement au titre du programme FONCER du CRSNG. Ces 18 équipes de recherche canadiennes mèneront des travaux très diversifiés, allant de la cybersécurité à la science du sol, et contribueront à former et à soutenir la prochaine génération d’innovateurs. http://ow.ly/W7cc50uYN1l Memorial University of Newfoundland",,,0,3,0.011407,263,2,0,0
1507,2019-07-09 15:05:05,Science canadienne,101966663200015_2460521517344506,Photo,"Certains champignons qui s’attaquent aux plantes causent des ravages dans les plants de cannabis. Cette photo de Carole Balthazar, étudiante au doctorat à l’Université de Moncton, montre quatorze de ces champignons pathogènes qui sont cultivés en milieu artificiel. Chacun prend une couleur différente quand le mycélium floconneux s’étend radialement jusqu’aux bords de la boîte de Pétri. http://ow.ly/JLMi50uWB20    📸: Carole Balthazar",,,0,6,0.018293,328,2,0,0
1508,2019-07-08 15:00:50,Science canadienne,101966663200015_2458803464182978,Photo,"Il est petit, mais dévastateur! L’agrile du frêne a tué des dizaines de millions de frênes au Canada. Toutefois, grâce à la recherche canadienne, les experts-forestiers disposent maintenant de meilleures connaissances et d’outils plus nombreux pour lutter contre cet insecte envahissant. Les scientifiques trouvent sans cesse de nouveaux moyens pour limiter la propagation de cette nouvelle espèce envahissante, dont des guêpes parasites comme méthode de contrôle biologique et des pièges munis d’appâts de phéromone reproduite par synthèse. http://ow.ly/m0KV50uVAxg Environnement et ressources naturelles au Canada #LaScienceToutSimplement",,,1,40,0.03125,1280,2,2,0
1509,2019-07-05 15:00:54,Science canadienne,101966663200015_2453446978051960,Photo,"Ce n’est pas tout à fait la vision par rayons X, mais une nouvelle technologie conçue au Conseil national de recherches Canada utilise l’infrarouge pour détecter des caractéristiques de la croûte terrestre invisibles à l’œil nu. La technologie d’imagerie hyperspectrale, jumelée à des drones, permet de détecter les endroits à température élevée où pourraient se produire des incendies de forêts. Pour en savoir plus: http://ow.ly/Qqau50uU4jU",,,0,4,0.013652,293,2,0,0
1510,2019-07-03 15:01:02,Science canadienne,101966663200015_2449987758397882,Photo,"#LSV? Le miel produit par les abeilles urbaines peut nous indiquer le degré de propreté d’une ville et nous aider à localiser les sources de polluants environnementaux tels que le plomb. Le miel permet d’obtenir de tels «portraits» localisés de l’environnement, parce que les abeilles récoltent habituellement le pollen et le nectar dans un rayon de deux à trois kilomètres de leur ruche. Pour en savoir plus: http://ow.ly/1c3850uSCUn",,,0,4,0.01278,313,2,0,0
1511,2019-07-02 15:01:12,Science canadienne,101966663200015_2448293761900615,Photo,"Les réserves de ciel étoilé visent à ce que les humains et la faune bénéficient de nouveau de l’obscurité. Ces zones de noirceur aident à conserver de l’énergie, à réduire les émissions de gaz à effet de serre et à protéger l’obscurité au profit de la faune. Chez bon nombre d’animaux, y compris chez les humains, l’exposition à la lumière entrave la production de mélatonine. La pollution lumineuse peut interférer avec les processus écologiques dépendant des phases naturelles de clarté et d’obscurité. Pour en apprendre davantage sur les réserves de ciel étoilé: http://ow.ly/JGN250uRBN3",,,0,4,0.012085,331,2,1,0
1512,2019-06-27 18:10:36,Science canadienne,101966663200015_2439630439433614,Photo,"Aujourd’hui, la ministre Duncan a inauguré le Centre de collaboration en sciences mathématiques CNRC-Fields. Cette nouvelle initiative audacieuse favorisera la recherche de l’excellence en sciences et le développement de technologies au Canada, du fait que les chercheurs pourront y travailler côte à côte sur des projets collaboratifs. Le Centre offrira l’accès à de l’équipement spécialisé et des occasions de formation à la prochaine génération de jeunes scientifiques. http://ow.ly/Vh7q50uOtqa #LeCanadaSoutientLesSciences",,,0,4,0.013333,300,2,0,0
1513,2019-06-25 18:47:20,Science canadienne,101966663200015_2435834999813158,Status,"Aujourd’hui, le ministre Champagne s’est rendu au Collège Shawinigan pour souligner l’octroi de fonds pour des projets de collaboration en #recherche entre l’établissement et des #entreprises locales. Cet investissement favorisera le développement de l’industrie locale du recyclage des piles et contribuera à réduire la quantité de déchets dans les décharges. Ce partenariat entre le collège et l’industrie renforcera l’économie de Shawinigan et apportera des bienfaits à la génération montante. http://ow.ly/1pqI50uMFV5",,,0,3,0.010753,279,2,0,0
1514,2019-06-21 15:01:05,Science canadienne,101966663200015_2427890170607641,Photo,#LSV? Les verres jetables sont au troisième rang des objets les plus fréquemment retrouvés lors des nettoyages des berges au Canada. L’utilisation de contenants #réutilisables est une excellente façon de réduire les #déchetsdeplastique. Essaie ce jeu en ligne pour en savoir plus sur la pollution par les plastiques et sur ce que TU peux faire pour protéger nos précieux #océans!  http://ow.ly/6Sov50uJOIG #ViveLeVendredi,,,0,5,0.015244,328,2,0,0
1515,2019-02-06 18:27:30,Science canadienne,101966663200015_241476490106357,Video,La Journée internationale des femmes et des filles en science arrive à grands pas! Écoutez l’entrepreneure en technologie Amber Mac donner des conseils précieux s’adressant aux jeunes filles qui songent à faire carrière dans les #STIM. #FemmesDeScience,"ChooseScience2019, IntDayWomenInScience2019",,0,5,0.017794,281,2,0,46
1516,2019-06-13 15:00:58,Science canadienne,101966663200015_2413543498708975,Photo,"Dans de nombreux endroits dans le monde, les oiseaux et les humains ont besoin des mêmes ressources, tant sur le plan de l’habitat que celui des pêches. Le pélican d’Amérique est un bon exemple de réussite en matière de conservation. En effet, la population de cet oiseau qui était considéré comme une espèce menacée au Canada s’est rétablie à la fin des années 1980. Les pélicans et leurs cousins lointains, les cormorans, sont souvent détestés et persécutés parce qu’ils mangent du poisson. Dans le cadre de son programme de recherche, Christopher Somers a utilisé quelques méthodes pour déterminer les ressources dont ces oiseaux ont besoin sur le plan de l’espace et de la nourriture et établir un lien avec les besoins des humains. Il a pris cette photographie magnifique: http://ow.ly/m2Eo50uDf8l 📸: Christopher Somers",,,0,3,0.011952,251,2,0,0
1517,2019-06-03 17:25:26,Science canadienne,101966663200015_2395860673810591,Photo,"Vous aimeriez en savoir plus sur l’état de l’environnement et la qualité de l’air près de chez vous? Cette carte interactive permet d’examiner une variété d’indicateurs environnementaux pour l’ensemble du Canada, des émissions de polluants atmosphériques à la qualité de l’eau. http://ow.ly/heJ950uvxwr",,,0,10,0.026667,375,2,0,0
1518,2019-05-31 18:30:30,Science canadienne,101966663200015_2390596701003655,Photo,"Le ministre Goodale s’est rendu à l’Université de Regina aujourd’hui afin de souligner l’important appui accordé par le gouvernement aux scientifiques et aux chercheurs qui ouvrent la voie aux découvertes et à l’innovation. Ce montant s’inscrit dans l’investissement sans précédent de 588 millions de dollars à l’intention de milliers d’étudiants et de chercheurs de l’ensemble du pays, réalisé dans le cadre de l’engagement du Canada envers les sciences. http://ow.ly/Mxs050uu187 University of Regina #LeCanadaSoutientLesSciences",,,0,2,0.006826,293,2,0,0
