,Date (GMT),Facebook Page,Post ID,Post Type,Post_Message,Tags,Campaign,Comments,Engaged Users,Engagement Rate,Reach,Reactions,Shares,Video Views
470,2019-01-11 16:55:05,Canadian Science,126081027444465_2257009217684958,Photo,"Young potato shoots are vulnerable to drought, excess sun and wind erosion, as well as to being crowded out by weeds. New research from Agriculture and Agri-Food Canada has found the protection they need with “nurse crops.” These fast-growing companion plants help draw water to root systems, provide shade and shelter, and help keep weeds at bay. Find out how they work: http://ow.ly/lZdV30nhgAs",,,0,206,0.043607,4724,11,9,0
471,2019-01-04 18:01:20,Canadian Science,126081027444465_2246381285414418,Photo,"Dr. Kim Fernie is studying the effects of contaminants on tree swallows in the oil sands. As part of her research, she found a simple, easy and non-lethal way of monitoring contaminants in birds. Her work will help us understand more about how human activities are affecting wildlife. http://ow.ly/Zd4H30n982x",,,1,28,0.01737,1612,11,0,0
472,2019-08-16 18:30:24,Entreprises Canada,106585486115074_2361550093951924,Photo,"Voici votre partenaire d’affaires mobile! Téléchargez la version préliminaire de notre nouvelle appli Entreprises Canada et voyez comme il est facile d’avoir accès aux services gouvernementaux, d’obtenir des conseils personnalisés pour votre #entreprise et plus encore. Essayez l’appli et faites-nous part de vos commentaires!  : http://ow.ly/fqrk50vzMia App Store: http://ow.ly/C4Gm50vzMiH",,,12,40,0.065681,609,11,1,0
473,2019-08-14 17:35:51,Entreprises Canada,106585486115074_2357877894319144,Photo,Fait intéressant: le régime fédéral d’incorporation existe depuis 150 ans. Déterminez si cette structure est appropriée pour votre entreprise: http://ow.ly/GvMi50vxCZb,,,2,35,0.029711,1178,11,0,0
474,2019-08-13 18:37:24,Entreprises Canada,106585486115074_2356140001159600,Photo,"#Entrepreneurs, même si chaque entreprise a ses caractéristiques uniques, certains facteurs universels s’appliquent à toutes les entreprises. Renseignez-vous sur les 10 C de la compétitivité mondiale 🌎: http://ow.ly/84r350vwCe2 #MardiConseilsAffaires",,,2,30,0.021521,1394,11,2,0
475,2019-08-12 18:50:13,Entreprises Canada,106585486115074_2354373151336285,Photo,"#LSV? Au Canada, 71% des atteintes à la sécurité des données touchent une petite ou une moyenne entreprise.   Les pratiques inadéquates de cybersécurité placent les entreprises à risque de pertes financières, de vol de propriété intellectuelle précieuse, de fuite de données sur leurs consommateurs, et d’autres problèmes.   Aujourd’hui, le ministre Morneau a lancé le programme d’accréditation CyberSécuritaire Canada. Les entreprises pourront ainsi montrer à leur clientèle qu’elles se conforment aux pratiques de cybersécurité recommandées par le Centre de la sécurité des télécommunications, l’organisme principal du Canada en matière de cybersécurité.   Renseignez-vous sur ce programme d’accréditation: http://ow.ly/zgrf50vvHkV",,,2,65,0.026628,2441,11,1,0
476,2019-07-30 15:45:13,Entreprises Canada,106585486115074_2331166340323633,Photo,"Bonne #JournéeMondialeDeLAmitié! En tant que propriétaire de petite entreprise, vous connaissez l’importance d’établir des liens durables avec diverses personnes. C’est un élément 🔑 de la réussite de votre entreprise!",,,2,29,0.027938,1038,11,0,0
478,2019-07-15 18:01:09,Entreprises Canada,106585486115074_2304701229636811,Photo,Avez-vous déjà eu la peur de manquer une occasion?  Tenez votre #PME informée! Téléchargez l’appli Entreprises Canada pour en apprendre davantage sur les programmes et services du #GC.   : ow.ly/E7xn50uEllh  App Store: ow.ly/WqcL50uEllg,,,26,56,0.043784000000000003,1279,11,1,0
479,2019-07-09 17:00:22,Entreprises Canada,106585486115074_2294037244036543,Status,Préférez-vous consacrer votre temps précieux à vos clients ou à la paperasserie? Laissez PerLE vous faire gagner du temps en trouvant rapidement tous les permis et licences qu’il vous faudra. http://ow.ly/gmJh30nRbnt,,,1,24,0.023506,1021,11,0,0
480,2019-07-03 19:00:17,Entreprises Canada,106585486115074_2283413468432254,Link,#InnovationCanada offre de nouvelles fonctions pour faciliter la recherche de programmes gouvernementaux. Créez une liste de vos programmes d’affaires favoris et vous recevrez un courriel s'ils changent ou si des nouveaux répondent à vos besoins. Voyez par vous-même: http://ow.ly/IscQ50uSVnq,,,1,32,0.044881,713,11,1,0
481,2019-07-03 18:10:10,Entreprises Canada,106585486115074_2283368355103432,Photo,Vous êtes une entrepreneure à la recherche de programmes et de services du #GC?  Ne cherchez plus! Téléchargez la nouvelle appli Entreprises Canada. Cette conseillère en affaires mobile et d’emploi facile vous fera économiser temps et argent.  GooglePlay: http://ow.ly/wZ0R50uST3F  App Store: http://ow.ly/Syoa50uST3D,,,2,29,0.029532,982,11,0,0
482,2019-06-14 18:02:04,Entreprises Canada,106585486115074_2249151225191812,Photo,"Chaque entreprise est unique. C’est pourquoi notre nouvelle appli Entreprises Canada offre des fonctionnalités qui permettent de personnaliser votre expérience, comme la géolocalisation. Il est aussi possible de gérer une liste de favoris, de notifications et de mises à jour du calendrier selon vos besoins. Nous voulons simplifier l’accès aux services du #GC. Téléchargez la version préliminaire et faites-nous part de vos commentaires!  GooglePlay: http://ow.ly/iyz150uElMf App Store: http://ow.ly/aX1s50uElMg",,,4,53,0.036704,1444,11,3,0
484,2019-02-06 16:58:09,Entreprises Canada,106585486115074_2047085788731691,Status,Recherchez-vous des #entreprises au Canada? Essayez la version d’essai des Registres d’entreprises au Canada. Ce service gouvernemental GRATUIT vous donne des renseignements sur les entreprises parmi les registres officiels.  http://ow.ly/jqH930nBuv4,,,2,39,0.027581,1414,11,0,0
485,2019-02-04 16:45:13,Entreprises Canada,106585486115074_2043988759041394,Photo,Une étude de marché peut vous aider à mettre votre entreprise sur la voie de la réussite. Notre guide vous permettra de trouver les données démographiques et les statistiques dont vous avez besoin pour prendre des décisions d’affaires éclairées: http://ow.ly/QJ2L30nzBHo,,,4,36,0.031887,1129,11,0,0
487,2019-02-01 16:45:14,Entreprises Canada,106585486115074_2039466899493580,Status,"Avis aux #femmesentrepreneures: c’est la Journée nationale d’action des filles… d’action! #LSV? @girlsaction.fillesdaction a été fondée par trois jeunes femmes en 1995. Aujourd’hui, cette organisation compte plus de 300 membres et a aidé à mettre sur pied plus de 100 programmes de #démarrage s’adressant aux filles. Pour en savoir plus: http://ow.ly/EmPL30nxJef",,,2,24,0.022879,1049,11,0,0
488,2019-01-29 16:45:15,Entreprises Canada,106585486115074_2035098179930452,Photo,Les propriétaires de petite entreprise se servent d’Internet pour rester en rapport avec leurs clients et leurs employés. Il est donc essentiel de mettre votre équipe au courant des menaces potentielles en ligne afin d’éviter toute cyberattaque. Pour en savoir plus: http://ow.ly/zdZf30nuMHC #PME,,,6,35,0.032926,1063,11,0,0
489,2019-01-25 16:45:13,Entreprises Canada,106585486115074_2029313550508915,Photo,Le Prix Coupe-paperasse d’or de la FCEI est décerné aux Canadiens qui ont fait preuve de leadership en adoptant des mesures concrètes pour réduire la #paperasserie. Découvrez les lauréats de l’an dernier: http://ow.ly/ACyC30nrYcT FCEI  #PME,,,3,43,0.032066,1341,11,1,0
490,2019-01-22 16:45:18,Entreprises Canada,106585486115074_2024973947609542,Status,Vous voulez trouver rapidement des services et du financement du gouvernement pour mieux relever les défis de votre petite entreprise et concrétiser vos projets? Passez deux minutes ou moins sur le portail #InnovationCanada. http://ow.ly/Bt1030nowhc,,,4,25,0.021186,1180,11,2,0
491,2019-01-04 16:45:18,Entreprises Canada,106585486115074_1998564920250445,Status,Vous cherchez une dénomination sociale pour votre #petiteentreprise? Consultez notre base de données des sociétés de régime fédéral pour voir si elle est disponible. http://ow.ly/k9Cm30n7Xet #CorporationsCanada,,,2,36,0.026926,1337,11,4,0
492,2019-02-15 16:55:06,Science canadienne,101966663200015_2224774427585884,Photo,"Lors de la Journée internationale des filles et des femmes en science plus tôt cette semaine, nous avons mis en vedette certaines femmes d’influence au Canada dans le domaine scientifique! Elles travaillent en santé, en agriculture, en ingénierie, en physique, en océanographie, en sciences vétérinaires, et dans bien d’autres domaines. Découvrez ce qui les inspirent en explorant notre collection de baladodiffusions, de vignettes, de vidéos et bien plus! http://ow.ly/eMV930nIgkR",ChooseScience2019,,0,144,0.030809,4674,11,7,0
493,2019-08-19 14:45:04,Innovation canadienne,245607425815415_891401144569370,Photo,"Le #GC tient la toute première Semaine de la Fierté à la #fonctionpublique! Joignez-vous à nous lors de cette célébration marquante de l’inclusion, de la diversité et de l’amour!   #SFFP2019 #lamourgagne #SaisondelaFierté #LGBTQ2 #FiertéISDE #FiertéCapPride  Capital Pride • Fierté dans la Capitale",,,0,30,0.023678,1267,10,1,0
495,2019-08-06 19:46:13,Innovation canadienne,245607425815415_883336125375872,Photo,"Les Canadiens des régions rurales nous ont dit que la #largebande et la #connectivité étaient pour eux des priorités. Avec la Stratégie canadienne pour la connectivité, le gouvernement du Canada se donne un plan pour que tous les Canadiens aient accès à des services Internet haute vitesse abordables, peu importe l’endroit où ils vivent.   Aujourd’hui, le secrétaire parlementaire Rémi Massé a annoncé un financement au titre du programme Brancher pour innover pour que des services Internet haute vitesse nouveaux ou améliorés puissent être offerts dans 10 collectivités du Bas-Saint-Laurent au Québec. Ce projet permettra aux résidents de ces collectivités de communiquer plus facilement avec leurs parents et amis, de faire des affaires en ligne, de suivre de la formation à distance et de tirer parti des possibilités offertes à l’ère du numérique. http://ow.ly/QoUm50vq1OM #BrancherpourInnover #Internethautevitesse #PossibilitésRurales",,,0,12,0.050633,237,10,0,0
496,2019-07-19 18:45:07,Innovation canadienne,245607425815415_872185959824222,Link,Le gouvernement du Canada est déterminé à stimuler l’#innovationCdn dans l’industrie de la transformation des aliments et des boissons. Il vise ainsi à créer des emplois de qualité pour les Canadiens de la classe moyenne et à s'assurer que l’industrie est des plus concurrentielles sur les marchés internationaux. http://ow.ly/OGJb50v6aBM #Fondsstratégiquepourlinnovation,,,0,30,0.090909,330,10,3,0
497,2019-06-24 13:30:18,Innovation canadienne,245607425815415_855102578199227,Photo,"Au cours des cinq prochaines années, le gouvernement du Canada veillera à ce que les entreprises, les créateurs, les entrepreneurs et les innovateurs canadiens aient accès aux meilleures ressources qui soient en matière de #PI par l’entremise de la sensibilisation, de l’éducation, de conseils et d’outils visant la croissance. #StratégiePI http://ow.ly/iXSL50uK56w",,,1,14,0.032483,431,10,3,0
498,2019-05-29 16:15:10,Innovation canadienne,245607425815415_837681389941346,Photo,"Bravo, lauréats des #PrixduPM de 2019! Vous êtes une source d’inspiration pour la #prochainegénération d’innovateurs et vous contribuez à promouvoir une culture de curiosité au Canada. http://ow.ly/uBmr50us7gS 📷: Patrick Doyle",,,0,25,0.054348,460,10,1,0
